category_title;word;channel_title;count
Entertainment        ;panther;ColliderVideos                         ;4
Entertainment        ;pizza;HellthyJunkFood                        ;4
Entertainment        ;player;Warner Bros. Pictures                  ;4
Entertainment        ;prison;Papa Jake                              ;4
Entertainment        ;rate;BBC Radio 1                            ;4
Entertainment        ;ready;Warner Bros. Pictures                  ;4
Entertainment        ;red;E! Live from the Red Carpet            ;4
Entertainment        ;review;Chris Stuckmann                        ;4
Entertainment        ;room;Papa Jake                              ;4
Entertainment        ;season;FX Networks                            ;4
Entertainment        ;season;Hulu                                   ;4
Entertainment        ;smith;Will Smith                             ;4
Entertainment        ;solo;Davie504                               ;4
Entertainment        ;star;The Late Show with Stephen Colbert     ;4
Entertainment        ;stream;FC Barcelona                           ;4
Entertainment        ;stuff;Vanity Fair                            ;4
Entertainment        ;surprise;TheEllenShow                           ;4
Entertainment        ;talk;The Talk                               ;4
Entertainment        ;tbs;TBS                                    ;4
Entertainment        ;teaser;Sony Pictures Entertainment            ;4
Entertainment        ;teens;REACT                                  ;4
Entertainment        ;tinder;Vanity Fair                            ;4
Entertainment        ;touches;Vanity Fair                            ;4
Entertainment        ;up;E! Entertainment                       ;4
Entertainment        ;up;The Hollywood Reporter                 ;4
Entertainment        ;wars;ColliderVideos                         ;4
Entertainment        ;wars;The Late Show with Stephen Colbert     ;4
Entertainment        ;watch;REACT                                  ;4
Entertainment        ;watches;Glamour Magazine                       ;4
Entertainment        ;weird;Vanity Fair                            ;4
Entertainment        ;will;ScreenJunkies News                     ;4
Entertainment        ;will;Will Smith                             ;4
Entertainment        ;without;REACT                                  ;4
Entertainment        ;world;Universal Pictures                     ;4
Entertainment        ;youtube;Glamour Magazine                       ;4
Entertainment        ;ðÿ“¦ðÿš”;Papa Jake                              ;4
Gaming               ;game;The Game Theorists                     ;4
Gaming               ;switch;Nintendo                               ;4
Gaming               ;theory;The Game Theorists                     ;4
Lifestyle            ;2;Full Frontal with Samantha Bee         ;4
Lifestyle            ;2018;Full Frontal with Samantha Bee         ;4
Lifestyle            ;5;Refinery29                             ;4
Lifestyle            ;70;CondÃ© Nast Traveler                   ;4
Lifestyle            ;alive;Bon AppÃ©tit                           ;4
Lifestyle            ;bag;Refinery29                             ;4
Lifestyle            ;bought;Safiya Nygaard                         ;4
Lifestyle            ;burger;First We Feast                         ;4
Lifestyle            ;cake;Rosanna Pansino                        ;4
Lifestyle            ;cheap;Epicurious                             ;4
